filepath,directory,filename,title,word_count,file_size,last_modified,framework,platforms,content_type,audience,has_frontmatter,internal_links,external_links,relative_links
uwp/winrt-components/raising-events-in-windows-runtime-components.md,uwp/winrt-components,raising-events-in-windows-runtime-components.md,Raising events in Windows Runtime components,4000,28947,1758048954.3863003,uwp,windows-10,guide,intermediate,True,3,0,2
uwp/winrt-components/diagnosing-windows-runtime-component-error-conditions.md,uwp/winrt-components,diagnosing-windows-runtime-component-error-conditions.md,Diagnosing Windows Runtime Component error conditions,2669,26112,1758048954.3857224,uwp,windows-10,guide,intermediate,True,6,0,0
uwp/winrt-components/creating-windows-runtime-components-in-csharp-and-visual-basic.md,uwp/winrt-components,creating-windows-runtime-components-in-csharp-and-visual-basic.md,Windows Runtime components with C# and Visual Basic,3469,26695,1758048954.3855522,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/winrt-components/walkthrough-creating-a-basic-windows-runtime-component-in-cpp-and-calling-it-from-javascript-or-csharp.md,uwp/winrt-components,walkthrough-creating-a-basic-windows-runtime-component-in-cpp-and-calling-it-from-javascript-or-csharp.md,"Walkthrough of creating a C++/CX Windows Runtime component, and calling it from JavaScript or C#",3580,28548,1758048954.3864043,uwp,windows-10,guide,intermediate,True,4,0,1
uwp/winrt-components/index.md,uwp/winrt-components,index.md,Windows Runtime components,584,4457,1758048954.3860855,uwp,windows-10,overview,intermediate,True,9,0,1
uwp/winrt-components/net-framework-mappings-of-windows-runtime-types.md,uwp/winrt-components,net-framework-mappings-of-windows-runtime-types.md,.NET mappings of Windows Runtime types,632,5780,1758048954.3861501,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/winrt-components/distributing-a-managed-windows-runtime-component.md,uwp/winrt-components,distributing-a-managed-windows-runtime-component.md,Distributing a managed Windows Runtime Component,994,7453,1758048954.3858006,uwp,windows-10,guide,advanced,True,0,2,0
uwp/winrt-components/passing-arrays-to-a-windows-runtime-component.md,uwp/winrt-components,passing-arrays-to-a-windows-runtime-component.md,Passing arrays to a Windows Runtime Component,746,5270,1758048954.3862112,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/winrt-components/walkthrough-creating-a-simple-windows-runtime-component-and-calling-it-from-javascript.md,uwp/winrt-components,walkthrough-creating-a-simple-windows-runtime-component-and-calling-it-from-javascript.md,"Walkthrough of creating a C# or Visual Basic Windows Runtime component, and calling it from JavaScript",5685,44301,1758048954.386529,uwp,windows-10,guide,intermediate,True,7,1,0
uwp/winrt-components/creating-windows-runtime-components-in-cpp.md,uwp/winrt-components,creating-windows-runtime-components-in-cpp.md,Windows Runtime components with C++/CX,3145,24670,1758048954.3854568,uwp,windows-10,guide,advanced,True,4,0,1
uwp/winrt-components/custom-events-and-event-accessors-in-windows-runtime-components.md,uwp/winrt-components,custom-events-and-event-accessors-in-windows-runtime-components.md,Custom events and event accessors in Windows Runtime components,1073,9595,1758048954.3856323,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/cpp-and-winrt-apis/macros.md,uwp/cpp-and-winrt-apis,macros.md,C++/WinRT configuration macros,604,4511,1758048953.8706417,uwp,windows-10,reference,intermediate,True,1,1,0
uwp/cpp-and-winrt-apis/interop-winrt-abi.md,uwp/cpp-and-winrt-apis,interop-winrt-abi.md,Interop between C++/WinRT and the ABI,2242,19249,1758048953.8701322,uwp,windows-10,reference,intermediate,True,2,9,0
uwp/cpp-and-winrt-apis/natvis.md,uwp/cpp-and-winrt-apis,natvis.md,Visual Studio native debug visualization for C++/WinRT,814,7119,1758048953.8710673,uwp,windows-10,reference,advanced,True,2,2,0
uwp/cpp-and-winrt-apis/binding-property.md,uwp/cpp-and-winrt-apis,binding-property.md,XAML controls; bind to a C++/WinRT property,2746,22362,1758048953.8667855,uwp,windows-10,reference,intermediate,True,13,2,4
uwp/cpp-and-winrt-apis/weak-references.md,uwp/cpp-and-winrt-apis,weak-references.md,Strong and weak references in C++/WinRT,3245,25458,1758048953.8720603,uwp,windows-10,reference,advanced,True,8,0,0
uwp/cpp-and-winrt-apis/interop-winrt-cx-async.md,uwp/cpp-and-winrt-apis,interop-winrt-cx-async.md,"Asynchrony, and interop between C++/WinRT and C++/CX",5514,47590,1758048953.8702786,uwp,windows-10,reference,advanced,True,15,0,1
uwp/cpp-and-winrt-apis/std-cpp-data-types.md,uwp/cpp-and-winrt-apis,std-cpp-data-types.md,Standard C++ data types and C++/WinRT,982,8518,1758048953.8715885,uwp,windows-10,reference,intermediate,True,6,0,0
uwp/cpp-and-winrt-apis/collections.md,uwp/cpp-and-winrt-apis,collections.md,Collections with C++/WinRT,1650,15521,1758048953.8671765,uwp,windows-10,reference,advanced,True,8,0,0
uwp/cpp-and-winrt-apis/handle-events.md,uwp/cpp-and-winrt-apis,handle-events.md,Handle events by using delegates in C++/WinRT,2252,18611,1758048953.8683445,uwp,windows-10,reference,intermediate,True,10,0,0
uwp/cpp-and-winrt-apis/troubleshooting.md,uwp/cpp-and-winrt-apis,troubleshooting.md,Troubleshooting C++/WinRT issues,1909,15193,1758048953.8718772,uwp,windows-10,reference,intermediate,True,22,2,1
uwp/cpp-and-winrt-apis/author-apis.md,uwp/cpp-and-winrt-apis,author-apis.md,Author APIs with C++/WinRT,6260,51859,1758048953.8662777,uwp,windows-10,reference,advanced,True,22,2,3
uwp/cpp-and-winrt-apis/strings.md,uwp/cpp-and-winrt-apis,strings.md,String handling in C++/WinRT,1050,9274,1758048953.8716507,uwp,windows-10,reference,intermediate,True,2,0,0
uwp/cpp-and-winrt-apis/author-events.md,uwp/cpp-and-winrt-apis,author-events.md,Author events in C++/WinRT,2159,20514,1758048953.866464,uwp,windows-10,reference,intermediate,True,11,0,3
uwp/cpp-and-winrt-apis/news.md,uwp/cpp-and-winrt-apis,news.md,What's new in C++/WinRT,4450,33874,1758048953.8711905,uwp,windows-10,reference,intermediate,True,17,13,2
uwp/cpp-and-winrt-apis/author-coclasses.md,uwp/cpp-and-winrt-apis,author-coclasses.md,Author COM components with C++/WinRT,3251,28276,1758048953.8663688,uwp,windows-10,reference,intermediate,True,7,1,0
uwp/cpp-and-winrt-apis/concurrency-2.md,uwp/cpp-and-winrt-apis,concurrency-2.md,Advanced concurrency and asynchrony with C++/WinRT,4699,39780,1758048953.8672729,uwp,windows-10,reference,advanced,True,8,0,0
uwp/cpp-and-winrt-apis/consume-com.md,uwp/cpp-and-winrt-apis,consume-com.md,Consume COM components with C++/WinRT,2053,21600,1758048953.8676283,uwp,windows-10,reference,intermediate,True,3,2,0
uwp/cpp-and-winrt-apis/move-to-winrt-from-wrl.md,uwp/cpp-and-winrt-apis,move-to-winrt-from-wrl.md,Move to C++/WinRT from WRL,1171,12094,1758048953.8709502,uwp,windows-10,reference,intermediate,True,6,6,0
uwp/cpp-and-winrt-apis/details-about-destructors.md,uwp/cpp-and-winrt-apis,details-about-destructors.md,Extension points for your implementation types,1876,13872,1758048953.8678844,uwp,windows-10,reference,advanced,True,2,0,0
uwp/cpp-and-winrt-apis/clipboard-to-winrt-from-csharp.md,uwp/cpp-and-winrt-apis,clipboard-to-winrt-from-csharp.md,Porting the Clipboard sample to C++/WinRT from C# (a case study),12620,95921,1758048953.8670537,uwp,windows-10,reference,intermediate,True,31,3,1
uwp/cpp-and-winrt-apis/interop-winrt-cx.md,uwp/cpp-and-winrt-apis,interop-winrt-cx.md,Interop between C++/WinRT and C++/CX,1951,16731,1758048953.8703623,uwp,windows-10,reference,advanced,True,9,2,0
uwp/cpp-and-winrt-apis/move-to-winrt-from-cx.md,uwp/cpp-and-winrt-apis,move-to-winrt-from-cx.md,Move to C++/WinRT from C++/CX,5441,42820,1758048953.8708794,uwp,windows-10,reference,advanced,True,39,0,1
uwp/cpp-and-winrt-apis/concurrency-3.md,uwp/cpp-and-winrt-apis,concurrency-3.md,A completion source sample,518,5018,1758048953.8673503,uwp,windows-10,reference,advanced,True,2,1,0
uwp/cpp-and-winrt-apis/xaml-cust-ctrl.md,uwp/cpp-and-winrt-apis,xaml-cust-ctrl.md,XAML custom (templated) controls with C++/WinRT,1600,13726,1758048953.8721743,uwp,windows-10,reference,intermediate,True,9,0,4
uwp/cpp-and-winrt-apis/photo-editor-sample.md,uwp/cpp-and-winrt-apis,photo-editor-sample.md,Photo Editor C++/WinRT sample application,323,2755,1758048953.8713162,uwp,windows-10,reference,intermediate,True,7,0,1
uwp/cpp-and-winrt-apis/use-csharp-component-from-cpp-winrt.md,uwp/cpp-and-winrt-apis,use-csharp-component-from-cpp-winrt.md,Authoring a C# Windows Runtime component for use from a C++/WinRT app,1706,18629,1758048953.8719482,uwp,windows-10,reference,intermediate,True,5,1,5
uwp/cpp-and-winrt-apis/index.md,uwp/cpp-and-winrt-apis,index.md,C++/WinRT,1811,13625,1758048953.8700542,uwp,windows-10,reference,advanced,True,53,3,3
uwp/cpp-and-winrt-apis/cpp-value-categories.md,uwp/cpp-and-winrt-apis,cpp-value-categories.md,"Value categories, and references to them",2267,13587,1758048953.8677487,uwp,windows-10,reference,advanced,True,0,0,0
uwp/cpp-and-winrt-apis/get-started.md,uwp/cpp-and-winrt-apis,get-started.md,Get started with C++/WinRT,1847,15093,1758048953.868273,uwp,windows-10,reference,intermediate,True,20,2,0
uwp/cpp-and-winrt-apis/error-handling.md,uwp/cpp-and-winrt-apis,error-handling.md,Error handling with C++/WinRT,1837,15753,1758048953.8680563,uwp,windows-10,reference,intermediate,True,3,0,0
uwp/cpp-and-winrt-apis/base-type.md,uwp/cpp-and-winrt-apis,base-type.md,Calling and overriding your base type with C++/WinRT,432,3989,1758048953.8665218,uwp,windows-10,reference,intermediate,True,3,0,0
uwp/cpp-and-winrt-apis/move-to-winrt-from-csharp.md,uwp/cpp-and-winrt-apis,move-to-winrt-from-csharp.md,Move to C++/WinRT from C#,4272,41426,1758048953.87077,uwp,windows-10,tutorial,intermediate,True,92,0,5
uwp/cpp-and-winrt-apis/boxing.md,uwp/cpp-and-winrt-apis,boxing.md,Boxing and unboxing values to IInspectable with C++/WinRT,683,5995,1758048953.866894,uwp,windows-10,reference,intermediate,True,1,0,0
uwp/cpp-and-winrt-apis/diag-direct-alloc.md,uwp/cpp-and-winrt-apis,diag-direct-alloc.md,Diagnosing direct allocations,1231,8866,1758048953.8679435,uwp,windows-10,reference,intermediate,True,5,0,0
uwp/cpp-and-winrt-apis/binding-collection.md,uwp/cpp-and-winrt-apis,binding-collection.md,XAML items controls; bind to a C++/WinRT collection,814,7203,1758048953.8667068,uwp,windows-10,reference,intermediate,True,10,0,1
uwp/cpp-and-winrt-apis/simple-winui-example.md,uwp/cpp-and-winrt-apis,simple-winui-example.md,A basic C++/WinRT Windows UI Library 2 example (UWP),618,5022,1758048953.8714964,uwp,windows-10,reference,beginner,True,0,2,0
uwp/cpp-and-winrt-apis/consume-apis.md,uwp/cpp-and-winrt-apis,consume-apis.md,Consume APIs with C++/WinRT,3292,27336,1758048953.8675478,uwp,windows-10,reference,intermediate,True,16,0,2
uwp/cpp-and-winrt-apis/intro-to-using-cpp-with-winrt.md,uwp/cpp-and-winrt-apis,intro-to-using-cpp-with-winrt.md,Introduction to C++/WinRT,2458,18460,1758048953.870445,uwp,"windows-10,windows-11",reference,intermediate,True,14,6,0
uwp/cpp-and-winrt-apis/naming.md,uwp/cpp-and-winrt-apis,naming.md,C++/WinRT naming conventions,312,2155,1758048953.8709943,uwp,windows-10,reference,intermediate,True,0,0,0
uwp/cpp-and-winrt-apis/agile-objects.md,uwp/cpp-and-winrt-apis,agile-objects.md,Agile objects with C++/WinRT,729,6273,1758048953.8661628,uwp,windows-10,reference,intermediate,True,1,0,0
uwp/cpp-and-winrt-apis/concurrency.md,uwp/cpp-and-winrt-apis,concurrency.md,Concurrency and asynchronous operations with C++/WinRT,2025,16772,1758048953.8674579,uwp,windows-10,reference,advanced,True,10,0,0
uwp/cpp-and-winrt-apis/pass-parms-to-abi.md,uwp/cpp-and-winrt-apis,pass-parms-to-abi.md,Passing parameters to projected APIs,1242,9459,1758048953.8712604,uwp,"windows-10,windows-11",reference,intermediate,True,0,4,0
uwp/gaming/map-concepts-and-infrastructure.md,uwp/gaming,map-concepts-and-infrastructure.md,Map OpenGL ES 2.0 to Direct3D 11,500,3746,1758048954.0206401,uwp,windows-10,guide,intermediate,True,0,0,0
uwp/gaming/adding-visual-content-to-the-marble-maze-sample.md,uwp/gaming,adding-visual-content-to-the-marble-maze-sample.md,Adding visual content to the Marble Maze sample,6752,55462,1758048953.995034,uwp,windows-10,tutorial,beginner,True,12,1,0
uwp/gaming/how-to-resume-an-app-directx-and-cpp.md,uwp/gaming,how-to-resume-an-app-directx-and-cpp.md,How to resume an app (DirectX and C++),475,4039,1758048954.0044832,uwp,windows-10,guide,intermediate,True,2,0,0
uwp/gaming/launching-and-resuming-apps-directx-and-cpp.md,uwp/gaming,launching-and-resuming-apps-directx-and-cpp.md,Launching and resuming apps (DirectX and C++),128,1026,1758048954.0203433,uwp,windows-10,guide,intermediate,True,3,0,0
uwp/gaming/arcade-stick.md,uwp/gaming,arcade-stick.md,Arcade stick,1390,10869,1758048953.9953806,uwp,"windows-10,windows-11",guide,advanced,True,10,1,0
uwp/gaming/developing-marble-maze-a-windows-store-game-in-cpp-and-directx.md,uwp/gaming,developing-marble-maze-a-windows-store-game-in-cpp-and-directx.md,Developing *Marble Maze*&mdash;a Universal Windows Platform (UWP) game built with C++ for DirectX,1001,8169,1758048954.0026288,uwp,windows-10,tutorial,intermediate,True,8,2,1
uwp/gaming/racing-wheel-and-force-feedback.md,uwp/gaming,racing-wheel-and-force-feedback.md,Racing Wheel and Force Feedback,3056,24680,1758048954.0229526,uwp,"windows-10,windows-11",guide,advanced,True,11,1,0
uwp/gaming/handling-device-lost-scenarios.md,uwp/gaming,handling-device-lost-scenarios.md,Handle device removed scenarios in Direct3D 11,1259,9680,1758048954.0043175,uwp,windows-10,guide,advanced,True,0,0,0
uwp/gaming/create-a-basic-mesh.md,uwp/gaming,create-a-basic-mesh.md,Create and display a basic mesh,3283,23766,1758048954.0023272,uwp,windows-10,tutorial,advanced,True,3,0,0
uwp/gaming/flight-stick.md,uwp/gaming,flight-stick.md,Flight stick,1755,13785,1758048954.0037966,uwp,"windows-10,windows-11",guide,advanced,True,10,1,0
uwp/gaming/planning.md,uwp/gaming,planning.md,Planning for UWP games,167,1793,1758048954.0216856,uwp,windows-10,guide,intermediate,True,0,0,0
uwp/gaming/tutorial--adding-controls.md,uwp/gaming,tutorial--adding-controls.md,Add controls,4907,39926,1758048954.0246089,uwp,windows-10,tutorial,intermediate,True,4,22,0
uwp/gaming/render-the-scene-with-depth-testing.md,uwp/gaming,render-the-scene-with-depth-testing.md,Render the scene with depth testing,815,5893,1758048954.023514,uwp,windows-10,guide,intermediate,True,2,0,0
uwp/gaming/simple-port-from-direct3d-9-to-11-1-part-1--initializing-direct3d.md,uwp/gaming,simple-port-from-direct3d-9-to-11-1-part-1--initializing-direct3d.md,Initialize Direct3D 11,1185,9465,1758048954.0239937,uwp,windows-10,guide,intermediate,True,4,0,0
uwp/gaming/manage-game-broadcasting.md,uwp/gaming,manage-game-broadcasting.md,Manage game broadcasting,626,5667,1758048954.0205827,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/gaming/directx-programming.md,uwp/gaming,directx-programming.md,DirectX programming,204,2239,1758048954.0032084,uwp,windows-10,guide,beginner,True,0,0,0
uwp/gaming/target-a-range-of-hardware.md,uwp/gaming,target-a-range-of-hardware.md,Support shadow maps on a range of hardware,666,9407,1758048954.0243413,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/gaming/e2e.md,uwp/gaming,e2e.md,Windows game development guide,6149,61307,1758048954.003448,uwp,"windows-10,windows-11",tutorial,beginner,True,3,7,1
uwp/gaming/ui-navigation-controller.md,uwp/gaming,ui-navigation-controller.md,UI navigation controller,2014,15973,1758048954.0260491,uwp,windows-10,guide,advanced,True,4,1,0
